Supplier ID,Stone Type,Shape,Carat Weight,Primary Color,Price per Carat,Stock #,Color System,Stone Image,Certificate Image,Additional Image,Dimensions,Availability,Origin,Description,Treatment Notes,Lab,Certificate ID
,RU,RD,1.18,RED,1750.00,RR1181,,rr1181.jpg,,,6.30|6.30|3.40,,,RD Ruby Gem 6.30mm,H,,
,SA,RD,1.18,BLU,375.00,SR11800,,sr11800.jpg,,,6.00|6.00|4.00,,,RD Sapphire Gem 6.0MM,H,,srl5062
,OS,CU,2.35,Orange,575.00,XOC6058,,,,,6.00|5.80|3.60,,,O. Sapphire. Cushion. Orange 6.0X5.8,,,
,LV,RD,1.18,LAV,550.00,LR11800,,lr11800.jpg,,,6.30|6.30|3.60,,,L.Sapphire. Round 6.3mm,H,,
,SA,RD,1.19,BLU,375.00,SR1193,,sr1193.jpg,,,5.90|5.90|4.10,,,RD Sapphire Gem 5.90,H,,srl5062
,YS,CU,1.19,Yellow,350.00,YC11900,,yc11900.jpg,,,5.60|5.60|4.10,,,Y. Sapphire. Cushion. Yellow 5.6X5.6,,,
,RU,RD,1.19,RED,2250.00,RR601366,,rr601366.jpg,,,6.10|6.10|3.30,,,Ruby. Round. Red 6.1MM,H,,
,SA,RD,1.19,BLU,950.00,SR590366,,sr590366.jpg,,,5.70|5.70|4.10,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,RD,1.19,BLU,1250.00,SR580055,,sr580055.jpg,,,5.80|5.80|4.40,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,OV,1.20,BLU,500.00,SV12000,,SV12000.jpg,,,6.50|5.50|3.70,,,Sapphire. Oval. Blue 6.5x5.5,H,,
,SA,EC,1.20,BLU,450.00,SE705066,,SE705066.jpg,,,7.10|5.20|3.00,,,Sapphire. EC. Blue 7.1X5.2,H,,
,SA,RD,1.20,BLU,750.00,SR12000,,sr12000.jpg,,,6.50|6.50|3.40,,,Sapphire. Round. Blue 6.5,H,,
,SA,PS,1.21,BLU,750.00,SP1210,,SP1210.jpg,,,9.10|5.40|3.50,,,PS Sapphire. Gem,H,,sp1210
,YS,CU,2.44,Yellow,450.00,XYC6100,,XYC6100.jpg,,,6.10|6.10,,,CC Y.Sapphire Pair Gem 6.10,,,xyc6100
,SA,RD,1.22,BLU,450.00,SR610466,,sr610466.jpg,,,6.10|6.10|3.70,,,Sapphire. Round. Blue 6.1MM,H,,
,SA,TR,2.46,BLU,750.00,XST6008,,XST6008.jpg,,,6.00|6.00,,,TR Sapphire Pair Gem. 6.0-6.0,H,,xst6008
,SA,RD,2.47,BLU,475.00,XSR6104,,XSR6104.jpg,,,6.10|6.10,,,RD Sapphire Pair Gem. 6.1,H,,xsr6104
,RU,PS,1.24,RED,785.00,RP12400,,rp12400.jpg,,,8.60|6.40|2.80,,,Ruby. PS. Red 8.6X6.4,H,,
,SA,CU,1.24,BLU,1050.00,SC12402,,sc12402.jpg,,,6.90|6.50|3.80,,,Sapphire. Cushion. Blue 6.9X6.5,H,,
,SA,RD,2.48,BLU,1250.00,XSR58001,,xsr58001.jpg,,,5.80|5.80|4.60,,,Sapphire. Round. Blue 5.8,H,,
,GS,RD,1.24,Green,450.00,GR12400,,gr12400.jpg,,,6.10|6.10|3.80,,,G. Sapphire. Round 6.1mm,H,,
,SA,TR,2.49,BLU,950.00,XST6300,,XST6300.jpg,,,6.30|6.30,,,TR Sapphire Pair Gem. 6.3,H,,xst6300
,SA,RD,1.25,BLU,750.00,SR700266,,sr700266.jpg,,,6.90|6.90|3.30,,,Sapphire. Round. Blue 6.9MM,H,,
,SA,RD,1.25,BLU,450.00,SR610455,,sr610455.jpg,,,6.10|6.10|4.00,,,Sapphire. Round. Blue 6.1MM,H,,
,YS,RD,1.26,Yellow,350.00,YR1260,,,,,6.00|6.00|4.20,,,Y. Sapphire. Round. Yellow 6.0MM,,,or1260
,YS,TRAP,2.51,Yellow,385.00,XYF7753,,XYF7753.jpg,,,7.70|5.30,,,TRAP Y.Sapphire Gem pair 7.70x5.30,,,xyf7753
,YS,OV,1.27,Yellow,200.00,YV12700,,yv12700.jpg,,,7.20|5.50|3.50,,,OV Y. Sapphire Gem 7.2X5.5,E,,smc1000
,RU,RD,1.27,RED,1200.00,RR630255,,rr630255.jpg,,,6.30|6.30|3.80,,,Ruby. Round. Red 6.3MM,H,,
,SA,CU,1.27,BLU,1100.00,SC12700,,sc12700.jpg,,,6.30|5.60|3.70,,,Sapphire. Cushion. 6.3X5.6,H,,
,SA,RD,1.27,BLU,575.00,XSR520004,,xsr520004.jpg,,,5.20|5.20|3.00,,,Sapphire. Round. Blue 5.2mm,H,,
,SA,RD,2.55,BLU,950.00,XSR5903,,XSR5903.jpg,,,5.90|5.90,,,RD Sapphire Pair Gem. 5.9,H,,xsr5903
,SA,TR,2.55,BLU,900.00,XST6600,,XST6600.jpg,,,6.60|6.60,,,TR Sapphire Pair Gem. 6.6,H,,xst6600
,SA,RD,1.28,BLU,1250.00,SR580066,,sr580066.jpg,,,5.80|5.80|4.60,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,TR,2.58,BLU,850.00,XST7500,,XST7500.jpg,,,7.50|7.50,,,TR Sapphire Pair Gem. 7.5,H,,xst7500
,SA,RD,1.29,BLU,675.00,SR690155,,sr690155.jpg,,,6.90|6.90|3.60,,,Sapphire. Round. Blue 6.9MM,H,,
,SA,OV,1.29,BLU,350.00,SV12901,,sv12901.jpg,,,7.00|5.20|3.90,,,Sapphire. Oval. Blue 7.0x5.2,H,,
,SA,CU,1.30,BLU,900.00,SC1301,,SC1301.jpg,,,6.80|5.30|3.80,,,CC Sapphire Gem 6.80x5.30,H,,sc1301
,SA,PS,1.30,BLU,650.00,SP1300,,sp1300.jpg,,,7.60|6.30|3.80,,,PS Sapphire. Gem,H,,sp1300
,SA,OV,1.30,BLU,485.00,SV13002,,sv13002.jpg,,,7.10|4.90|3.90,,,Sapphire. Oval. Blue 7.1X4.9,H,,
,SA,RD,1.30,BLU,950.00,SR13001,,sr13001.jpg,,,6.00|6.00|4.40,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,EC,1.30,BLU,750.00,SE705566,,SE705566.jpg,,,7.20|5.70,,,Sapphire. EC. Blue 7.2X5.7,H,,
,SA,RD,1.30,BLU,725.00,SR13002,,sr13002.jpg,,,6.10|6.10|4.00,,,Sapphire. Round. Blue 6.1,H,,
,SA,RD,1.30,BLU,485.00,SR13003,,sr13003.jpg,,,6.10|6.10|4.00,,,Sapphire. Round. Blue 6.1MM,H,,
,RU,RD,1.30,RED,800.00,RR13001,,rr13001.jpg,,,6.20|6.20,,,Ruby. Round. Red 6.2MM,H,,
,SA,TR,2.61,BLU,850.00,XST6200,,XST6200.jpg,,,6.20|6.20,,,TR Sapphire Pair Gem. 6.2,H,,xst6200
,YS,CU,1.31,Yellow,285.00,YC1310,,YC1310.jpg,,,6.00|6.00|4.40,,,Y. Sapphire. Cushion. Yellow,,,yc1310
,SA,RD,1.31,BLU,750.00,SR13101,,sr13101.jpg,,,6.50|6.50|4.00,,,Sapphire. Round. Blue 6.5MM,H,,
,SA,TR,2.63,BLU,1100.00,XST6801,,xst6801.jpg,,,6.80|6.80,,,TR Sapphire Pair Gem. 6.8,H,,xst6801
,YS,RD,1.32,Yellow,345.00,YR13200,,,,,6.10|6.10|4.10,,,Y. Sapphire. Round. Yellow 6.1MM,,,or1320
,SA,PS,1.32,BLU,575.00,SP1320,,sp1320.jpg,,,8.00|6.00|3.60,,,PS Sapphire Gem 8.00x6.00,H,,
,RU,PS,1.32,RED,1350.00,RP13202,,rp13202.jpg,,,8.10|5.10|3.90,,,Ruby. PS. 8.1x5.1mm,H,,
,RU,PS,1.32,RED,1200.00,RP13201,,rp13201.jpg,,,7.30|6.20|3.50,,,Ruby. PS. Red 7.3X6.2,H,,
,PS,OV,1.32,PNK,450.00,PV13200,,pv10200.jpg,,,7.10|5.10|4.20,,,P. Sapphire. Oval. Pink 7.1X5.1,,,
,SA,RD,1.32,BLU,750.00,SR610166,,SR610166.jpg,,,6.10|6.10|4.40,,,Sapphire. Round. Blue 6.1MM,H,,
,SA,OV,1.32,BLU,350.00,SV13200,,sv13200.jpg,,,7.10|5.20|4.00,,,Sapphire. Oval. Blue 7.1X5.2,H,,
,SA,EC,2.66,BLU,525.00,XSE7055,,XSE7055.jpg,,,7.00|5.50,,,EC Sapphire Pair Gem. 7.0-5.5,H,,xse7055
,SA,TR,2.65,BLU,800.00,XST7000,,XST7000.jpg,,,7.00|7.00,,,TR Sapphire Pair Gem. 7.0,H,,xst7000
,PS,CU,1.33,PNK,450.00,PC13300,,,,,6.40|6.00|3.60,,,P. Sapphire. Cushion. Pink 6.4X6.0,H,,
,SA,OV,1.34,BLU,450.00,SV1341,,sv1341.jpg,,,8.10|6.00|3.00,,,OV Sapphire Gem 8.10x6.00,H,,sv1341
,RU,OV,1.34,RED,475.00,RV1340,,RV1340.jpg,,,7.30|5.30|3.90,,,OV Ruby Gem 7.30x5.30,H,,
,SA,OV,1.34,BLU,650.00,SV13400,,sv13400.jpg,,,7.30|5.70,,,Sapphire. Oval. Blue 7.3X5.7,H,,
,SA,EC,1.34,BLU,275.00,SE13400,,se13400.jpg,,,6.80|5.10|3.60,,,EC Sapphire Gem 6.8X5.1,H,,sel7501
,SA,RD,2.70,BLU,650.00,XSR7002,,xsr7002.jpg,,,7.00|7.00,,,RD Sapphire Pair Gem. 7.0,H,,xsr7002
,SA,OV,1.35,BLU,780.00,SV13500,,sv13500.jpg,,,7.30|5.80|3.40,,,Sapphire. Oval. Blue 7.3X5.8,H,,
,SA,EC,1.35,BLU,1250.00,SE13500,,se13500.jpg,,,6.50|5.70|37.00,,,Sapphire. EC. Blue 6.5X5.7,H,,
,SA,OV,1.36,BLU,375.00,SV1350,,sv1350.jpg,,,7.80|6.00|3.40,,,OV Sapphire Gem 7.80x6.00,H,,sv1350
,SA,RD,1.36,BLU,825.00,SR1360,,SR1360.jpg,,,6.20|6.20|4.20,,,Sapphire. Round. Blue,H,,sr1360
,SA,PS,1.36,BLU,700.00,SP13600,,sp13600.jpg,,,8.00|6.00|3.70,,,PS Sapphire Gem 8.0x6.0,H,,
,YS,RD,1.36,Yellow,350.00,YR1362,,,,,6.00|6.00|4.00,,,Y. Sapphire. Round. Yellow 6.0MM,,,
,SA,RD,1.36,BLU,1350.00,SR611166,,sr611166.jpg,,,6.10|6.10|4.60,,,Sapphire. Round. Blue 6.1mm,H,,
,SA,RD,1.36,BLU,950.00,SR590355,,sr590355.jpg,,,5.90|5.90|4.50,,,Sapphire. Round. Blue 5.9MM,H,,
,SA,EC,1.36,BLU,600.00,SE705555,,SE705555.jpg,,,7.10|5.50|3.10,,,Sapphire. EC. Blue 7.1X5.5,H,,
,YS,RAD,2.73,Yellow,250.00,XYD7654,,XYD7654.jpg,,,7.60|5.40,,,RAD Y. Sapphire Pair Gem. 7.6-5.4,E,,xyd7654
,RU,PS,1.37,RED,1275.00,RP13700,,rp13700.jpg,,,7.40|5.90|4.00,,,Ruby. PS. Red 7.4X5.9,H,,
,SA,CU,1.37,BLU,950.00,SC13700,,sc13700.jpg,,,7.80|5.50|3.10,,,Sapphire. Cushion. Blue 7.8X5.5,H,,
,SA,RD,1.37,BLU,1250.00,SR611155,,sr611155.jpg,,,6.10|6.10|4.50,,,Sapphire. Round. Blue 6.1mm,H,,
,SA,RD,1.37,BLU,400.00,SR700155,,sr700155.jpg,,,7.00|7.00|3.60,,,Sapphire. Round. Blue 7.0MM,H,,
,PS,CU,1.37,PNK,750.00,PC13700,,,,,6.60|5.80|3.60,,,P. Sapphire. Cushion. Pink 6.6X5.8,H,,
,GS,HS,1.37,GRN,450.00,GH13700,,,,,6.10|6.10|4.30,,,G. Sapphire. Heart Shape. Green 6.1X6.1,H,,
,SA,RD,2.75,BLU,275.00,XSR6402,,XSR6402.jpg,,,6.40|6.40,,,RD Sapphire Pair Gem. 6.4,H,,xsr6402
,SA,RD,1.38,BLU,1100.00,SR611055,,sr611055.jpg,,,6.00|6.00|4.40,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,EC,1.38,BLU,750.00,SE705055,,se705055.jpg,,,7.20|5.20|3.40,,,Sapphire. EC. Blue 7.2X5.2,H,,
,SA,RD,1.38,BLU,850.00,SR13800,,sr13800.jpg,,,6.90|6.90|3.90,,,Sapphire. Round. 6.9,H,,
,YS,RD,2.78,Yellow,425.00,XYR7000,,XYR7000.jpg,,,7.00|7.00,,,RD Y. Sapphire Pair Gem 7.00,,,xyr7000
,RU,OV,1.39,RED,1200.00,RV1392,,RV1392.jpg,,,8.00|6.00|3.40,,,OV Ruby Gem 8.00x6.00,H,,rv1392
,YS,CU,1.39,Yellow,375.00,YC1390,,yc1390.jpg,,,6.00|6.00|4.20,,,Y. Sapphire. Cushion 6.0mm,H,,oc1390
,SA,RD,1.39,BLU,1200.00,SR611066,,sr611066.jpg,,,6.00|6.00|4.40,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,RD,1.39,BLU,700.00,SR13901,,sr13901.jpg,,,6.50|6.50|3.90,,,Sapphire. Round. Blue 6.5,H,,
,PS,CU,1.39,PNK,475.00,PC13900,,,,,7.50|5.70|3.40,,,P. Sapphire. Cushion. Pink 7.5X5.7,H,,
,PS,CU,1.39,PNK,675.00,PC13901,,,,,6.50|6.40|3.80,,,P. Sapphire. Cushion. Pink 6.5X6.4,H,,
,RU,RD,1.40,RED,1275.00,RR14000,,rr14000.jpg,,,6.20|6.20,,,Ruby. Round 6.2mm,H,,
,PS,RD,1.40,PNK,750.00,PR640055,,pr640055.jpg,,,6.40|6.40|4.00,,,P. Sapphire 6.4mm,H,,
,SA,RD,1.41,BLU,750.00,SR670066,,sr670066.jpg,,,6.70|6.70|3.80,,,Sapphire. Round. Blue 6.7MM,H,,
,SA,EC,1.41,BLU,950.00,SE685366,,se685366.jpg,,,6.90|5.40|3.40,,,Sapphire. EC. Blue 6.9X5.4,H,,
,EM,RD,2.83,GRN,750.00,XER7501,,XER7501.jpg,,,7.50|7.50,,,RD Emerald Pair Gem. 7.5,O,,xer7501
,PS,CU,1.43,PNK,350.00,PC1431,,PC1431.jpg,,,6.90|6.00|3.90,,,CC P. Sapphire Gem. 6.9-6.0,H,,pc1431
,EM,MQ,1.43,GRN,875.00,EM1431,,EM1431.jpg,,,11.03|5.06|4.10,,,MQ Emerald Gem. 11.0-5.0,O,,em1431
,PS,RD,2.86,PNK,675.00,XPR6400,,XPR6400.jpg,,,6.40|6.40,,,RD P. Sapphire Pair Gem. 6.4,E,,xpr6400
,SA,RD,2.86,BLU,750.00,XSR6201,,XSR6201.jpg,,,6.20|6.20,,,RD Sapphire Pair Gem. 6.2,H,,xsr6201
,SA,RD,2.85,BLU,650.00,XSR6901,,XSR6901.jpg,,,6.90|6.90,,,RD Sapphire Pair Gem. 6.9,H,,xsr6901
,SA,OV,1.43,BLU,485.00,SV1434,,sv1434.jpg,,,7.70|6.00|3.60,,,OV Sapphire Gem 7.70x6.00,H,,sv1434
,SA,OV,1.43,BLU,950.00,SV14300,,sv14300.jpg,,,7.20|6.10|3.40,,,Sapphire. Oval. Blue 7.2X6.1,H,,
,SA,RD,1.43,BLU,525.00,SR650666,,sr650666 (2).jpg,,,6.60|6.60|4.10,,,Sapphire. Round. Blue 6.6MM,H,,
,SA,RD,1.43,BLU,750.00,SR620166,,sr620166.jpg,,,6.20|6.20|4.50,,,Sapphire. Round. Blue 6.2MM,H,,
,SA,CU,1.43,BLU,1200.00,SC14300,,sc14300.jpg,,,6.50|5.60|4.50,,,Sapphire. Cushion. Blue 6.5X5.6,H,,
,SA,RD,2.87,BLU,750.00,XSR6700,,XSR6700.jpg,,,6.70|6.70,,,RD Sapphire Pair Gem. 6.7,H,,xsr6700
,SA,RD,1.44,BLU,800.00,SR620155,,sr620155.jpg,,,6.20|6.20|4.40,,,Sapphire. Round. Blue 6.2MM,H,,
,YS,CU,2.90,Yellow,300.00,XYC7560,,XYC7560_.jpg,,,7.50|6.00,,,CSHN Y. Sapphire Pair Gem. 7.5-6.0,H,,xyc7560
,SA,RD,1.45,BLU,525.00,SR700255,,sr700255.jpg,,,7.00|7.00|3.50,,,Sapphire. Round. Blue 7.0MM,H,,
,YS,CU,1.45,Yellow,325.00,YC14500,,yc14500.jpg,,,6.60|6.60|3.80,,,Y. Sapphire. Cushion. Yellow 6.6MM,H,,
,SA,RD,1.45,BLU,850.00,SR680466,,sr680466.jpg,,,6.70|6.70|3.90,,,Sapphire. Round. Blue  6.7MM,H,,
,SA,RD,1.45,BLU,400.00,SR14500,,sr14500.jpg,,,6.30|6.30|4.40,,,Sapphire. Round. Blue 6.3MM,H,,
,SA,RD,2.92,BLU,400.00,XSR7001,,xsr7001.jpg,,,7.00|7.00,,,RD Sapphire Pair Gem. 7.0,H,,xsr7001
,YS,OV,1.46,Yellow,350.00,YV1460,,yv1460.jpg,,,7.00|6.10|4.10,,,OV Y. Sapphire Gem 7.0x6.1,E,,yv1460
,SA,PS,1.46,BLU,650.00,SP14600,,sp14600.jpg,,,8.10|6.10|3.40,,,PS Sapphire Gem,H,,
,SA,RD,1.46,BLU,650.00,SR670055,,sr670055.jpg,,,6.80|6.80|4.00,,,Sapphire. Round. Blue 6.8MM,H,,
,PS,RD,1.46,PNK,750.00,PR640066,,pr640066.jpg,,,6.50|6.50|4.00,,,P. Sapphire. Round 6.5mm,H,,
,YS,CU,1.47,Yellow,285.00,YC1470,,YC1470.jpg,,,6.60|6.60|3.60,,,CC Y.Sapphire Gem 6.60,,,yc1470
,RU,OV,1.47,RED,2200.00,RV14709,,,,,8.10|6.00,,,Ruby. Oval. Red 8.1X6.0,H,,
,YS,CU,1.48,Yellow,325.00,YC14800,,yc14800.jpg,,,6.70|6.70|3.80,,,Y. Sapphire. Cushion. Yellow 6.7MM,H,,
,SA,RD,1.49,BLU,600.00,SR14900,,SR14900.jpg,,,6.80|6.80|4.00,,,Sapphire. Round. 6.8,H,,
,EM,EC,1.49,GRN,3000.00,EE14900,,,,,7.60|5.80,,,Emerald. EC. Green 7.6x5.8,O,,
,PS,RD,1.50,PNK,475.00,XPR6300,,XPR6300.jpg,,,6.30|6.30,,,RD P. Sapphire Pair Gem. 6.3,E,,xpr6300
,GS,RD,1.50,GRN,450.00,GR1500,,gr1500.jpg,,,6.60|6.60|4.00,,,G. Sapphire. Round. 6.6mm,H,,
,SA,CU,1.50,BLU,2250.00,SC15000AF,,,,,6.90|6.10,,,Sapphire. Cushion 6.9x6.1mm,N,,
,PS,RD,1.50,PNK,600.00,PR01500,,,,,6.30|6.30|4.30,,, Round Pink Sapphire 6.3mm,H,,
,YS,CU,1.51,Yellow,275.00,YC1510,,YC1510.jpg,,,7.50|6.00|3.60,,,CSHN Y. Sapphire Gem. 7.5-6.0,H,,yc1510
,YS,CU,1.51,Yellow,300.00,YC1511,,yc1511.jpg,,,6.70|6.60|4.20,,,CC Y.Sapphire Gem 6.70x6.60,,,yc1511
,SA,PS,1.51,BLU,950.00,SP15100,,sp15100.jpg,,,8.00|6.30|4.00,,,Sapphire. PS. Blue 8.0X6.3,H,,
,RU,OV,1.53,RED,1400.00,RV1530,,RV1530.jpg,,,8.00|5.80|3.80,,,Ruby. Oval 8.0x5.8mm,H,,rv1530
,YS,RD,1.53,Yellow,350.00,YR15300,,,,,6.20|6.20|4.50,,,Y. Sapphire. Round. Yellow 6.2MM,,,or1530
,SA,CU,1.53,BLU,1275.00,SC15300,,sc15300.jpg,,,6.40|5.70|4.50,,,Sapphire. Cushion. 6.4X5.7,H,,
,SA,CU,3.10,BLU,1375.00,XSC7655,,xsc7655.jpg,,,7.60|5.50|3.90,,,Sapphire. Cushion. Blue 7.6X5.5,H,,
,SA,RD,1.55,BLU,550.00,SR700166,,sr700166.jpg,,,7.00|7.00|3.90,,,Sapphire. Round. Blue 7.0MM,H,,
,SA,HS,1.56,BLU,650.00,SH1560,,SH1560.jpg,,,7.00|6.10|4.30,,,HS Sapphire Gem. 7.0-6.1,H,,sh1560
,RU,OV,1.56,RED,600.00,RV1560,,RV1560.jpg,,,8.10|6.20|3.40,,,OV Ruby Gem 8.10x6.20,H,,
,SA,RD,1.56,BLU,700.00,SR690166,,sr690166.jpg,,,6.80|6.80|4.20,,,Sapphire. Round. Blue 6.8MM,H,,
,SA,CU,1.56,BLU,950.00,SC15600,,sc15600.jpg,,,7.40|6.20|3.90,,,Sapphire. Cushion. Blue 7.4X6.2,H,,
,YS,CU,1.57,Yellow,275.00,YC1570,,YC1570.jpg,,,7.50|6.00|3.50,,,CSHN Y. Sapphire Gem. 7.5-6.0,,,yc1570
,YS,CU,1.57,Yellow,275.00,YC15701,,yc15701.jpg,,,7.00|7.00|3.70,,,Sapphire. Cushion. Yellow 7X7,,,
,RU,OV,1.57,RED,3000.00,RV15701,,rv15701.jpg,,,7.20|6.20|3.60,,,Ruby. Oval. Red 7.2X6.2,H,,
,PS,TR,1.58,PNK,525.00,PT1580,,pt1580.jpg,,,6.80|6.80|4.30,,,TR P. Sapphire Gem. 6.8,H,,pt1580
,OS,CU,3.15,Orange,485.00,XOC6300,,,,,6.30|6.30,,,CC O.Sapphire Pair Gem 6.30,,,xoc6300
,YS,CU,1.58,Yellow,325.00,YC1580,,yc1580.jpg,,,6.80|6.80|3.70,,,Y. Sapphire. Cushion. Yellow 6.8MM,,,oc1580
,YS,CU,1.58,Yellow,385.00,YC15800,,yc15800.jpg,,,6.80|6.80|4.00,,,Y. Sapphire. Cushion. Yellow 6.8X6.8,,,
,SA,OV,1.58,BLU,650.00,SV15800,,sv15800.jpg,,,8.00|6.00|3.70,,,Sapphire. Oval. Blue 8X6,H,,
,SA,RD,1.59,BLU,450.00,SR640255,,sr640255.jpg,,,6.50|6.50|4.50,,,Sapphire. Round. Blue 6.5MM,H,,
,YS,OV,1.60,Yellow,250.00,YV1600,,yv1600.jpg,,,7.90|6.20|4.00,,,OV Y.Sapphire Gem 7.9x6.2,,,
,SA,RD,1.60,BLU,675.00,SR1600,,sr1600.jpg,,,6.70|6.70|4.40,,,Sapphire. Round. 6.7mm,H,,
,YS,OV,1.61,Yellow,200.00,YV16100,,yv16100.jpg,,,7.90|5.90|3.70,,,Sapphire. Oval. Yellow 7.9X5.9,,,
,RU,OV,1.62,RED,3000.00,RV16200,,rv16200.jpg,,,7.20|5.80|4.40,,,Ruby. Oval. Red 7.2X5.8mm,H,,
,YS,CU,1.62,Yellow,350.00,YC16200,,yc16200.jpg,,,6.90|6.90|4.00,,,Y. Sapphire. Cushion. Yellow 6.9X6.9,,,
,SA,RD,1.62,BLU,650.00,SR16200,,sr16200.jpg,,,7.10|7.10|3.80,,,Sapphire. Round. Blue 7.1,H,,
,SA,RD,1.62,BLU,650.00,SR16201,,sr16201.jpg,,,7.00|7.00|4.40,,,Sapphire. Round. Blue 7.0,H,,
,LV,OV,1.62,LAV,575.00,LV16200,,lv16200.jpg,,,8.10|6.10|3.90,,,L.Sapphire. Oval. 8.1x6.1mm,H,,
,SA,CU,1.63,BLU,1250.00,SC16300,,sc16300.jpg,,,7.30|6.40|3.20,,,Sapphire 7.3x6.4mm,H,,
,YS,RD,1.65,Yellow,350.00,YR1650,,,,,6.50|6.50|4.30,,,Y. Sapphire. Round. Yellow 6.5MM,,,or1650
,YS,RD,1.65,Yellow,300.00,YR16500,,YR16500.jpg,,,6.70|6.70|4.40,,,Y. Sapphire. Round. Yellow 6.7MM,H,,
,SA,RD,1.65,BLU,600.00,SR16501,,sr16501.jpg,,,7.20|7.20|3.90,,,Sapphire. Round. 7.2,H,,
,RU,OV,1.65,Red,2700.00,RV16509,,,,,8.00|6.00,,,Ruby. Oval. Green 8X6,H,,
,EM,RD,1.66,GRN,150.00,ER16600,,,,,7.40|7.40|5.00,,,Emerald. Round. Green 7.4MM,O,,
,PA,RD,1.67,BLU,3650.00,PBR1670,,pbr1670.jpg,,,7.50|7.50|5.20,,,Paraiba. Round. 7.5mm,,,
,YS,CU,1.68,Yellow,375.00,YC1680,,yc1680.jpg,,,6.90|6.90|4.20,,,Y. Sapphire. Cushion 6.9mm,H,,oc1680
,RU,OV,1.68,RED,700.00,RV1680,,RV1680.jpg,,,8.20|6.20|3.90,,,OV Ruby Gem,H,,
,RU,RD,1.69,RED,2650.00,RR372066,,rr372066.jpg,,,7.40|7.40|4.00,,,Ruby. Round. Red 7.4MM,H,,
,SA,RD,1.69,BLU,750.00,SR16901,,sr16901.jpg,,,6.80|6.80|4.20,,,Sapphire. Round. Blue 6.8,H,,
,RU,PS,1.70,RED,850.00,RP17000,,rp17000.jpg,,,9.20|6.30|3.40,,,Ruby. PS. Red 9.2X6.3,H,,
,PS,RD,1.70,PNK,450.00,XPR1700,,xpr1700.jpg,,,5.60|5.60|3.30,,,Sapphire. Round. Pink 5.6MM,H,,
,YS,RD,1.72,Yellow,350.00,YR1720,,,,,6.60|6.60|4.50,,,Y. Sapphire. Round. Yellow 6.6MM,,,or1720
,YS,CU,1.72,Yellow,375.00,YC17200,,yc17200.jpg,,,7.20|7.20|3.60,,,Y. Sapphire. Cushion. Yellow 7.2X7.2,,,
,SA,RD,1.72,BLU,875.00,SR17200,,sr17200.jpg,,,7.00|7.00|4.20,,,Sapphire. Round. Blue 7.0,H,,
,SA,OV,1.75,BLU,675.00,SV17500,,sv17500.jpg,,,9.00|6.60,,,Sapphire. Oval. Blue 9.0X6.6,H,,
,SA,RD,1.75,BLU,675.00,SR17500,,sr17500.jpg,,,7.00|7.00|4.20,,,RD Sapphire 7.0MM,H,,xsr7006
,SA,PS,1.75,BLU,675.00,SP17500,,,,,,,,Sapphire. PS. Blue,H,,
,YS,CU,3.51,Yellow,450.00,XYC7000,,XYC7000.jpg,,,7.00|7.00,,,CC Y.Sapphire Pair 7.00mm,,,xyc7000
,SA,OV,1.77,BLU,650.00,SV17700,,sv17700.jpg,,,8.70|6.40,,,Sapphire. Oval. Blue 8.7X6.4,H,,
,RU,PS,1.79,RED,2300.00,RP1790,,RP1790.jpg,,,8.60|6.10|3.80,,,PS Ruby Gem. 8.6X6.1,H,,rp1790
,YS,OV,1.79,Yellow,235.00,YV17900,,yv17900.jpg,,,7.90|6.20|4.00,,,Sapphire. Oval. Yellow 7.9X6.2,,,
,SA,OV,1.84,BLU,1275.00,SV18400,,sv18400.jpg,,,7.60|6.30|4.20,,,Sapphire. Oval. Blue 7.6X6.3,H,,
,PA,PS,1.84,Blue,8000.00,PBP184,,pbp184.jpg,,,11.70|6.20|4.10,,BRA,Paraiba. PS. 11.7x6.2mm,H,,
,SA,RD,1.85,BLU,875.00,SR18500,,sr18500.jpg,,,6.80|6.80|4.70,,,Sapphire. Round. Blue,H,,
,GS,CU,1.86,GRN,285.00,GC1860,,gc1860.jpg,,,7.00|7.00|4.30,,,G. Sapphire. Cushion 7.0x7.0mm,H,,gc1860
,RU,RD,3.72,RED,3000.00,XRR3720,,XRR3720.jpg,,,7.40|7.40,,,RD Ruby Gem. Pair 7.40,H,,
,RU,RD,1.86,RED,2300.00,RR720055,,,,,7.20|7.20|4.70,,,Ruby. Round. Red 7.2MM,H,,
,SA,RD,3.73,BLU,875.00,XSR7301,,xsr7301.jpg,,,7.30|7.30,,,RD Sapphire Pair Gem. 7.3,H,,xsr7301
,SA,OV,1.87,BLU,450.00,SV1870,,sv1870.jpg,,,8.20|6.10|4.30,,,OV Sapphire Gem 8.20x6.10,H,,sv1870
,SA,HS,1.92,BLU,1100.00,SH856766,,SH856766.jpg,,,8.40|7.10|4.30,,,Sapphire. HM. Blue 8.4X7.1,H,,
,EM,EC,1.92,GRN,2000.00,EE19200,,,,,8.90|6.70|4.70,,,Emerald. EC. Green8.9X6.7,O,,
